user_id,month,total_calls_duration,total_messages,mb_used,total_cost
1006,2018-10,0.0,0.0,0.0,70.0
1006,2018-11,1.946809497496821,15.0,2068.37,70.0
1006,2018-12,7.557750477643157,139.0,32118.82,79.56224609374999
1007,2018-01,0.0,0.0,0.0,20.0
1007,2018-02,0.0,0.0,0.0,20.0
1007,2018-03,0.0,0.0,0.0,20.0
1007,2018-04,0.0,0.0,0.0,20.0
1007,2018-05,0.0,0.0,0.0,20.0
1007,2018-06,0.0,0.0,0.0,20.0
1007,2018-07,0.0,0.0,0.0,20.0
1007,2018-08,58.52997847652864,51.0,24439.88,108.70070312500002
1007,2018-09,50.57495144407191,47.0,28123.95,144.64794921875
1007,2018-10,77.43325186354338,59.0,37885.63,240.24685546875
1007,2018-11,64.19494133798607,48.0,24334.0,107.63671875
1007,2018-12,75.96535565077994,50.0,29069.28,153.8796875
1008,2018-01,0.0,0.0,0.0,70.0
1008,2018-02,0.0,0.0,0.0,70.0
1008,2018-03,0.0,0.0,0.0,70.0
1008,2018-04,0.0,0.0,0.0,70.0
1008,2018-05,0.0,0.0,0.0,70.0
1008,2018-06,0.0,0.0,0.0,70.0
1008,2018-07,0.0,0.0,0.0,70.0
1008,2018-08,0.0,0.0,0.0,70.0
1008,2018-09,0.0,0.0,0.0,70.0
1008,2018-10,58.4678241515991,21.0,17106.989999999998,70.0
1008,2018-11,53.08116185335487,37.0,23676.72,70.0
1008,2018-12,72.80273873719632,26.0,14689.33,70.0
1009,2018-01,0.0,0.0,0.0,20.0
1009,2018-02,0.0,0.0,0.0,20.0
1009,2018-03,0.0,0.0,0.0,20.0
1009,2018-04,0.0,0.0,0.0,20.0
1009,2018-05,65.63785241091094,0.0,20389.4,69.11523437500001
1009,2018-06,101.80728121904814,0.0,18845.9,54.041992187500014
1009,2018-07,108.68913119723322,0.0,30421.65,167.08642578125
1009,2018-08,93.68294977553488,0.0,24557.52,109.81953125000001
1009,2018-09,97.59679691145398,0.0,20962.4,74.71093750000001
1009,2018-10,96.00597290717636,0.0,22664.84,91.336328125
1009,2018-11,83.80371260475971,0.0,25473.43,118.76396484375
1009,2018-12,90.37957736907525,0.0,23922.6,103.61914062499999
1010,2018-01,0.0,0.0,0.0,20.0
1010,2018-02,0.0,0.0,0.0,20.0
1010,2018-03,52.201524686220274,0.0,10690.02,20.0
1010,2018-04,80.52589481606257,0.0,19722.34,62.6009765625
1010,2018-05,68.32926281624815,0.0,15888.52,25.161328125000004
1010,2018-06,67.71469131460694,0.0,16829.31,34.34873046875001
1010,2018-07,86.21700870814503,0.0,12663.11,20.0
1010,2018-08,84.07734696259075,0.0,19811.84,63.475
1010,2018-09,73.42738675200154,0.0,16813.73,34.196582031249996
1010,2018-10,85.74237482067099,0.0,16937.78,35.40800781249999
1010,2018-11,28.711918215271677,0.0,7985.59,20.0
1010,2018-12,0.0,0.0,0.0,20.0
1011,2018-01,0.0,0.0,0.0,70.0
1011,2018-02,0.0,0.0,0.0,70.0
1011,2018-03,0.0,0.0,0.0,70.0
1011,2018-04,0.0,0.0,0.0,70.0
1011,2018-05,0.0,0.0,0.0,70.0
1011,2018-06,15.14973107436112,21.0,6685.11,70.0
1011,2018-07,54.69760508423193,53.0,21046.41,70.0
1011,2018-08,55.11028486229337,54.0,21099.37,70.0
1011,2018-09,58.985644867189734,60.0,16638.46,70.0
1011,2018-10,64.40607445710557,64.0,24575.65,70.0
1011,2018-11,59.83720081706517,58.0,22102.97,70.0
1011,2018-12,40.3514798217611,61.0,19630.63,70.0
1012,2018-01,0.0,0.0,0.0,20.0
1012,2018-02,0.0,0.0,0.0,20.0
1012,2018-03,0.0,0.0,0.0,20.0
1012,2018-04,0.0,0.0,0.0,20.0
1012,2018-05,0.0,0.0,0.0,20.0
1012,2018-06,0.0,0.0,0.0,20.0
1012,2018-07,0.0,0.0,0.0,20.0
1012,2018-08,0.0,0.0,0.0,20.0
1012,2018-09,0.0,0.0,0.0,20.0
1012,2018-10,0.0,0.0,0.0,20.0
1012,2018-11,9.95955915512047,0.0,13935.03,20.0
1012,2018-12,12.442043468835756,0.0,11876.94,20.0
1013,2018-01,0.0,0.0,0.0,70.0
1013,2018-02,0.0,0.0,0.0,70.0
1013,2018-03,0.0,0.0,0.0,70.0
1013,2018-04,0.0,0.0,0.0,70.0
1013,2018-05,0.0,0.0,0.0,70.0
1013,2018-06,0.0,0.0,0.0,70.0
1013,2018-07,0.0,0.0,0.0,70.0
1013,2018-08,0.0,0.0,0.0,70.0
1013,2018-09,0.0,0.0,0.0,70.0
1013,2018-10,0.0,0.0,0.0,70.0
1013,2018-11,0.0,0.0,0.0,70.0
1013,2018-12,27.197034451981594,16.0,20113.92,70.0
1014,2018-01,0.0,0.0,0.0,20.0
1014,2018-02,0.0,0.0,0.0,20.0
1014,2018-03,0.0,0.0,0.0,20.0
1014,2018-04,0.0,0.0,0.0,20.0
1014,2018-05,0.0,0.0,0.0,20.0
1014,2018-06,0.0,0.0,0.0,20.0
1014,2018-07,0.0,0.0,0.0,20.0
1014,2018-08,0.0,0.0,0.0,20.0
1014,2018-09,0.0,0.0,0.0,20.0
1014,2018-10,0.0,0.0,0.0,20.0
1014,2018-11,23.517911520269458,9.0,1175.59,20.0
1014,2018-12,139.12550557715227,64.0,7792.41,20.42
1015,2018-01,0.0,0.0,0.0,20.0
1015,2018-02,0.0,0.0,0.0,20.0
1015,2018-03,0.0,0.0,0.0,20.0
1015,2018-04,0.0,0.0,0.0,20.0
1015,2018-05,0.0,0.0,0.0,20.0
1015,2018-06,0.0,0.0,0.0,20.0
1015,2018-07,0.0,0.0,0.0,20.0
1015,2018-08,0.0,0.0,0.0,20.0
1015,2018-09,0.0,0.0,0.0,20.0
1015,2018-10,0.0,0.0,0.0,20.0
1015,2018-11,0.0,0.0,0.0,20.0
1015,2018-12,11.994712095424045,68.0,17495.12,41.39078124999999
1016,2018-01,0.0,0.0,0.0,20.0
1016,2018-02,0.0,0.0,0.0,20.0
1016,2018-03,0.0,0.0,0.0,20.0
1016,2018-04,0.0,0.0,0.0,20.0
1016,2018-05,0.0,0.0,0.0,20.0
1016,2018-06,0.0,0.0,0.0,20.0
1016,2018-07,0.0,0.0,0.0,20.0
1016,2018-08,0.0,0.0,0.0,20.0
1016,2018-09,0.0,0.0,0.0,20.0
1016,2018-10,22.186554173988526,11.0,3669.91,20.0
1016,2018-11,81.03704779244224,46.0,27501.33,138.56767578125002
1016,2018-12,99.9150167880037,38.0,28188.010000000002,145.27353515625003
1017,2018-01,0.0,0.0,0.0,20.0
1017,2018-02,0.0,0.0,0.0,20.0
1017,2018-03,0.0,0.0,0.0,20.0
1017,2018-04,0.0,0.0,0.0,20.0
1017,2018-05,0.0,0.0,0.0,20.0
1017,2018-06,0.0,0.0,0.0,20.0
1017,2018-07,0.0,0.0,0.0,20.0
1017,2018-08,7.007356587712408,5.0,2128.5299999999997,20.0
1017,2018-09,50.73902080465297,41.0,24478.920000000002,109.05195312500001
1017,2018-10,52.4729474760476,35.0,28478.25,148.10791015625
1017,2018-11,49.06122941863405,29.0,19093.04,56.45546875000001
1017,2018-12,56.48642387443094,42.0,21136.58,76.41191406250002
1018,2018-01,0.0,0.0,0.0,20.0
1018,2018-02,0.0,0.0,0.0,20.0
1018,2018-03,0.0,0.0,0.0,20.0
1018,2018-04,0.0,0.0,0.0,20.0
1018,2018-05,0.0,0.0,0.0,20.0
1018,2018-06,0.0,0.0,0.0,20.0
1018,2018-07,0.0,0.0,0.0,20.0
1018,2018-08,0.0,0.0,0.0,20.0
1018,2018-09,0.0,0.0,0.0,20.0
1018,2018-10,23.840247685621822,3.0,8722.35,20.0
1018,2018-11,75.1710890081237,5.0,15266.53,20.0
1018,2018-12,61.686958224961714,8.0,17390.55,39.82958984374999
1019,2018-01,0.0,0.0,0.0,20.0
1019,2018-02,0.0,0.0,0.0,20.0
1019,2018-03,0.0,0.0,0.0,20.0
1019,2018-04,0.0,0.0,0.0,20.0
1019,2018-05,0.0,0.0,0.0,20.0
1019,2018-06,0.0,0.0,0.0,20.0
1019,2018-07,0.0,0.0,0.0,20.0
1019,2018-08,0.0,0.0,0.0,20.0
1019,2018-09,0.0,0.0,0.0,20.0
1019,2018-10,0.0,0.0,0.0,20.0
1019,2018-11,5.418497393403359,24.0,3012.91,20.0
1019,2018-12,54.11972630335109,128.0,28127.77,147.02525390625001
1020,2018-01,0.0,0.0,0.0,20.0
1020,2018-02,0.0,0.0,0.0,20.0
1020,2018-03,0.0,0.0,0.0,20.0
1020,2018-04,0.0,0.0,0.0,20.0
1020,2018-05,0.0,0.0,0.0,20.0
1020,2018-06,0.0,0.0,0.0,20.0
1020,2018-07,0.0,0.0,0.0,20.0
1020,2018-08,0.0,0.0,0.0,20.0
1020,2018-09,0.0,0.0,0.0,20.0
1020,2018-10,0.0,0.0,0.0,20.0
1020,2018-11,51.194909687229824,1.0,12000.34,20.0
1020,2018-12,63.34695604379409,3.0,19749.08,62.86210937500002
1021,2018-01,0.0,0.0,0.0,20.0
1021,2018-02,0.0,0.0,0.0,20.0
1021,2018-03,0.0,0.0,0.0,20.0
1021,2018-04,0.0,0.0,0.0,20.0
1021,2018-05,0.0,0.0,0.0,20.0
1021,2018-06,0.0,0.0,0.0,20.0
1021,2018-07,0.0,0.0,0.0,20.0
1021,2018-08,0.0,0.0,0.0,20.0
1021,2018-09,0.0,0.0,0.0,20.0
1021,2018-10,0.0,0.0,0.0,20.0
1021,2018-11,0.0,0.0,0.0,20.0
1021,2018-12,47.77278515536544,0.0,6084.63,20.0
1022,2018-01,0.0,0.0,0.0,20.0
1022,2018-02,0.0,0.0,0.0,20.0
1022,2018-03,0.0,0.0,0.0,20.0
1022,2018-04,0.0,0.0,0.0,20.0
1022,2018-05,36.48528294185256,0.0,4908.08,20.0
1022,2018-06,65.65415762379125,0.0,23436.48,98.87187499999999
1022,2018-07,59.101358244735586,0.0,9933.15,20.0
1022,2018-08,76.00730046756429,0.0,21325.33,78.25517578125002
1022,2018-09,59.767341764936354,0.0,14118.23,20.0
1022,2018-10,73.18162480813153,0.0,18961.41,55.17001953125
1022,2018-11,65.52286502494849,0.0,22204.48,86.84062499999999
1022,2018-12,66.97531568940144,0.0,18283.62,48.55097656249999
1023,2018-01,0.0,0.0,0.0,20.0
1023,2018-02,0.0,0.0,0.0,20.0
1023,2018-03,0.0,0.0,0.0,20.0
1023,2018-04,0.0,0.0,0.0,20.0
1023,2018-05,0.0,0.0,0.0,20.0
1023,2018-06,0.0,0.0,0.0,20.0
1023,2018-07,5.797100089217052,5.0,9096.97,20.0
1023,2018-08,9.030190172501628,6.0,9991.79,20.0
1023,2018-09,0.0,0.0,0.0,20.0
1023,2018-10,0.0,0.0,0.0,20.0
1023,2018-11,0.0,0.0,0.0,20.0
1023,2018-12,0.0,0.0,0.0,20.0
1024,2018-01,0.0,0.0,0.0,20.0
1024,2018-02,0.0,0.0,0.0,20.0
1024,2018-03,0.0,0.0,0.0,20.0
1024,2018-04,0.0,0.0,0.0,20.0
1024,2018-05,0.0,0.0,0.0,20.0
1024,2018-06,0.0,0.0,0.0,20.0
1024,2018-07,0.0,0.0,0.0,20.0
1024,2018-08,0.0,0.0,0.0,20.0
1024,2018-09,0.0,0.0,0.0,20.0
1024,2018-10,0.0,0.0,0.0,20.0
1024,2018-11,0.0,0.0,0.0,20.0
1024,2018-12,66.5405651424487,0.0,10807.37,20.0
1025,2018-01,0.0,0.0,0.0,70.0
1025,2018-02,0.0,0.0,0.0,70.0
1025,2018-03,0.0,0.0,0.0,70.0
1025,2018-04,0.0,0.0,0.0,70.0
1025,2018-05,0.0,0.0,0.0,70.0
1025,2018-06,0.0,0.0,0.0,70.0
1025,2018-07,0.0,0.0,0.0,70.0
1025,2018-08,0.0,0.0,0.0,70.0
1025,2018-09,0.0,0.0,0.0,70.0
1025,2018-10,0.0,0.0,0.0,70.0
1025,2018-11,0.0,0.0,0.0,70.0
1025,2018-12,0.0,0.0,0.0,70.0
1026,2018-01,0.0,0.0,0.0,70.0
1026,2018-02,0.0,0.0,0.0,70.0
1026,2018-03,0.0,0.0,0.0,70.0
1026,2018-04,0.0,0.0,0.0,70.0
1026,2018-05,0.0,0.0,0.0,70.0
1026,2018-06,0.0,0.0,0.0,70.0
1026,2018-07,19.475241985905274,9.0,4822.35,70.0
1026,2018-08,24.790533258093255,13.0,8402.11,70.0
1026,2018-09,0.0,0.0,0.0,70.0
1026,2018-10,0.0,0.0,0.0,70.0
1026,2018-11,0.0,0.0,0.0,70.0
1026,2018-12,0.0,0.0,0.0,70.0
1027,2018-01,0.0,0.0,0.0,20.0
1027,2018-02,0.0,0.0,0.0,20.0
1027,2018-03,0.0,0.0,0.0,20.0
1027,2018-04,0.0,0.0,0.0,20.0
1027,2018-05,0.0,0.0,0.0,20.0
1027,2018-06,0.0,0.0,0.0,20.0
1027,2018-07,43.38540439390663,18.0,11516.06,20.0
1027,2018-08,42.11201564088073,13.0,20351.1,68.74121093749999
1027,2018-09,44.690460517466576,12.0,17075.76,36.755468749999984
1027,2018-10,49.856085741726496,12.0,12901.15,20.0
1027,2018-11,43.441760994158294,10.0,15839.84,24.6859375
1027,2018-12,40.68713777834209,13.0,14411.53,20.0
1028,2018-01,0.0,0.0,0.0,70.0
1028,2018-02,0.0,12.0,12591.91,70.0
1028,2018-03,4.712011718500647,66.0,36061.04,106.511015625
1028,2018-04,6.583674526351876,77.0,37761.59,118.13586914062498
1028,2018-05,7.382999541458556,84.0,32907.83,84.95586914062501
1028,2018-06,7.5737991245949985,66.0,37907.14,119.13083984375
1028,2018-07,6.38682401125184,85.0,38826.7,125.41689453124998
1028,2018-08,8.044337029546217,74.0,40388.21,136.091279296875
1028,2018-09,4.612209196658284,68.0,26563.75,70.0
1028,2018-10,5.305478668738926,73.0,46595.33,178.522763671875
1028,2018-11,8.675971795754796,77.0,42952.59,153.62122070312498
1028,2018-12,6.195491297304373,74.0,37603.26,117.05353515625
1029,2018-01,0.0,0.0,0.0,20.0
1029,2018-02,0.0,0.0,0.0,20.0
1029,2018-03,0.0,0.0,0.0,20.0
1029,2018-04,0.0,0.0,0.0,20.0
1029,2018-05,0.0,0.0,0.0,20.0
1029,2018-06,0.0,0.0,0.0,20.0
1029,2018-07,0.0,0.0,0.0,20.0
1029,2018-08,5.550538433503534,2.0,618.95,20.0
1029,2018-09,99.9199023148176,9.0,13719.06,20.0
1029,2018-10,83.22055775964081,12.0,17605.99,41.933496093750016
1029,2018-11,77.21497974138316,16.0,14210.22,20.0
1029,2018-12,77.65136562884203,11.0,21046.14,75.5287109375
1030,2018-01,0.0,0.0,0.0,70.0
1030,2018-02,0.0,0.0,0.0,70.0
1030,2018-03,0.0,0.0,0.0,70.0
1030,2018-04,0.0,0.0,0.0,70.0
1030,2018-05,0.0,0.0,0.0,70.0
1030,2018-06,0.0,0.0,0.0,70.0
1030,2018-07,0.0,0.0,0.0,70.0
1030,2018-08,0.0,0.0,0.0,70.0
1030,2018-09,0.0,0.0,0.0,70.0
1030,2018-10,60.60412275327764,9.0,11302.29,70.0
1030,2018-11,57.30463258525593,11.0,16646.68,70.0
1030,2018-12,52.94070670699965,10.0,15567.17,70.0
1031,2018-01,0.0,0.0,0.0,70.0
1031,2018-02,0.0,0.0,0.0,70.0
1031,2018-03,0.0,0.0,0.0,70.0
1031,2018-04,0.0,0.0,0.0,70.0
1031,2018-05,0.0,0.0,0.0,70.0
1031,2018-06,0.0,0.0,0.0,70.0
1031,2018-07,32.4987463672453,1.0,10653.04,70.0
1031,2018-08,57.75768384863041,2.0,21615.94,70.0
1031,2018-09,64.45312930717219,3.0,13005.92,70.0
1031,2018-10,66.90674550621804,2.0,18775.73,70.0
1031,2018-11,77.30011174708422,1.0,16198.94,70.0
1031,2018-12,56.53059990360309,5.0,12622.11,70.0
1032,2018-01,0.0,0.0,0.0,70.0
1032,2018-02,0.0,0.0,0.0,70.0
1032,2018-03,0.0,0.0,0.0,70.0
1032,2018-04,0.0,0.0,0.0,70.0
1032,2018-05,0.0,0.0,0.0,70.0
1032,2018-06,0.0,0.0,0.0,70.0
1032,2018-07,0.0,0.0,0.0,70.0
1032,2018-08,0.0,0.0,0.0,70.0
1032,2018-09,0.0,0.0,0.0,70.0
1032,2018-10,0.0,0.0,0.0,70.0
1032,2018-11,38.00708000556894,22.0,14469.16,70.0
1032,2018-12,87.10510478488197,20.0,14290.59,70.0
1033,2018-01,0.0,0.0,0.0,70.0
1033,2018-02,0.0,0.0,0.0,70.0
1033,2018-03,0.0,0.0,0.0,70.0
1033,2018-04,0.0,0.0,0.0,70.0
1033,2018-05,0.0,0.0,0.0,70.0
1033,2018-06,0.0,0.0,0.0,70.0
1033,2018-07,0.0,0.0,0.0,70.0
1033,2018-08,0.0,0.0,0.0,70.0
1033,2018-09,21.17108521944132,5.0,5349.94,70.0
1033,2018-10,98.4497881960095,34.0,28522.22,70.0
1033,2018-11,108.6045693512936,37.0,27039.350000000002,70.0
1033,2018-12,77.78478378758439,32.0,21003.9,70.0
1034,2018-01,0.0,0.0,0.0,20.0
1034,2018-02,0.0,0.0,0.0,20.0
1034,2018-03,0.0,0.0,0.0,20.0
1034,2018-04,0.0,0.0,0.0,20.0
1034,2018-05,0.0,0.0,0.0,20.0
1034,2018-06,0.0,0.0,0.0,20.0
1034,2018-07,0.0,0.0,0.0,20.0
1034,2018-08,1.173865054933613,4.0,997.42,20.0
1034,2018-09,0.0,0.0,0.0,20.0
1034,2018-10,0.0,0.0,0.0,20.0
1034,2018-11,0.0,0.0,0.0,20.0
1034,2018-12,0.0,0.0,0.0,20.0
1035,2018-01,0.0,0.0,0.0,20.0
1035,2018-02,0.0,0.0,0.0,20.0
1035,2018-03,0.0,0.0,0.0,20.0
1035,2018-04,0.0,0.0,0.0,20.0
1035,2018-05,0.0,0.0,0.0,20.0
1035,2018-06,0.0,0.0,0.0,20.0
1035,2018-07,0.0,0.0,0.0,20.0
1035,2018-08,0.0,0.0,0.0,20.0
1035,2018-09,0.0,0.0,0.0,20.0
1035,2018-10,0.0,0.0,0.0,20.0
1035,2018-11,0.0,0.0,0.0,20.0
1035,2018-12,70.39517996699226,66.0,15500.04,21.84757812500001
1036,2018-01,0.0,0.0,0.0,70.0
1036,2018-02,0.0,0.0,0.0,70.0
1036,2018-03,0.0,0.0,0.0,70.0
1036,2018-04,0.0,0.0,0.0,70.0
1036,2018-05,0.0,0.0,0.0,70.0
1036,2018-06,19.737030577401388,19.0,1449.37,70.0
1036,2018-07,62.01245374295297,63.0,12116.67,70.0
1036,2018-08,66.3892195600871,77.0,19505.93,70.0
1036,2018-09,39.846891479049006,83.0,14974.61,70.0
1036,2018-10,51.70971795574891,75.0,11220.67,70.0
1036,2018-11,61.73210895992991,76.0,10044.92,70.0
1036,2018-12,43.490109766068706,45.0,8787.79,70.0
1037,2018-01,0.0,0.0,0.0,70.0
1037,2018-02,0.0,0.0,0.0,70.0
1037,2018-03,0.0,0.0,0.0,70.0
1037,2018-04,0.0,0.0,0.0,70.0
1037,2018-05,0.0,0.0,0.0,70.0
1037,2018-06,0.0,0.0,0.0,70.0
1037,2018-07,0.0,0.0,0.0,70.0
1037,2018-08,0.0,0.0,0.0,70.0
1037,2018-09,0.0,0.0,0.0,70.0
1037,2018-10,0.0,0.0,0.0,70.0
1037,2018-11,0.0,0.0,0.0,70.0
1037,2018-12,55.72541458948371,44.0,14370.44,70.0
1038,2018-01,0.0,0.0,0.0,70.0
1038,2018-02,0.0,0.0,0.0,70.0
1038,2018-03,0.0,0.0,0.0,70.0
1038,2018-04,0.0,0.0,0.0,70.0
1038,2018-05,0.0,0.0,0.0,70.0
1038,2018-06,0.0,0.0,0.0,70.0
1038,2018-07,0.0,0.0,0.0,70.0
1038,2018-08,0.0,0.0,0.0,70.0
1038,2018-09,0.0,0.0,0.0,70.0
1038,2018-10,20.608425353364197,36.0,22299.5,70.0
1038,2018-11,50.48285635166978,106.0,37946.04,119.3967578125
1038,2018-12,63.12406193226969,113.0,45020.31,167.75602539062498
1039,2018-01,0.0,0.0,0.0,70.0
1039,2018-02,0.0,0.0,0.0,70.0
1039,2018-03,0.0,0.0,0.0,70.0
1039,2018-04,0.0,0.0,0.0,70.0
1039,2018-05,0.0,0.0,0.0,70.0
1039,2018-06,40.62463011239972,4.0,6010.62,70.0
1039,2018-07,61.207034413616924,30.0,20939.15,70.0
1039,2018-08,59.34283478073859,23.0,22398.41,70.0
1039,2018-09,55.442926133925376,25.0,18558.81,70.0
1039,2018-10,54.00427520848561,23.0,13511.26,70.0
1039,2018-11,58.8561505164686,17.0,26185.96,70.0
1039,2018-12,66.84730180661877,25.0,20219.18,70.0
1040,2018-01,0.0,0.0,0.0,20.0
1040,2018-02,0.0,0.0,0.0,20.0
1040,2018-03,0.0,0.0,0.0,20.0
1040,2018-04,0.0,0.0,0.0,20.0
1040,2018-05,0.0,0.0,0.0,20.0
1040,2018-06,0.0,0.0,0.0,20.0
1040,2018-07,0.0,0.0,0.0,20.0
1040,2018-08,0.0,0.0,0.0,20.0
1040,2018-09,0.0,0.0,0.0,20.0
1040,2018-10,0.0,0.0,0.0,20.0
1040,2018-11,0.0,0.0,0.0,20.0
1040,2018-12,33.33929276943054,0.0,16961.4,35.638671875000014
1041,2018-01,0.0,0.0,0.0,70.0
1041,2018-02,0.0,0.0,0.0,70.0
1041,2018-03,3.080597899860745,0.0,1586.3899999999999,70.0
1041,2018-04,58.764155557344004,0.0,20601.58,70.0
1041,2018-05,47.783055866739595,0.0,18259.46,70.0
1041,2018-06,43.75685318643264,0.0,20033.170000000002,70.0
1041,2018-07,65.71018685229352,0.0,23400.72,70.0
1041,2018-08,54.94789829887411,0.0,24733.29,70.0
1041,2018-09,38.95049681245726,0.0,22056.28,70.0
1041,2018-10,56.01060077220147,0.0,19097.12,70.0
1041,2018-11,36.104233871934944,0.0,24967.66,70.0
1041,2018-12,49.93442577257916,0.0,16863.45,70.0
1042,2018-01,14.662496256332757,0.0,1854.93,20.0
1042,2018-02,29.841885402045886,0.0,6801.48,20.0
1042,2018-03,30.15209899109308,0.0,7400.58,20.0
1042,2018-04,37.45192751530953,0.0,7102.4,20.0
1042,2018-05,50.1637412026929,0.0,9061.44,20.0
1042,2018-06,44.359086706354205,0.0,9149.53,20.0
1042,2018-07,46.43803117667705,0.0,6543.5,20.0
1042,2018-08,40.37162873156155,0.0,6493.25,20.0
1042,2018-09,34.29461041549817,0.0,13960.01,20.0
1042,2018-10,33.83493672334672,0.0,6118.26,20.0
1042,2018-11,35.73040724854469,0.0,9287.95,20.0
1042,2018-12,42.84900546352631,0.0,6022.1,20.0
1043,2018-01,0.0,0.0,0.0,70.0
1043,2018-02,0.0,0.0,0.0,70.0
1043,2018-03,0.0,0.0,0.0,70.0
1043,2018-04,0.0,0.0,0.0,70.0
1043,2018-05,0.0,0.0,0.0,70.0
1043,2018-06,10.220401898196025,30.0,9891.43,70.0
1043,2018-07,37.04576467551659,85.0,27989.01,70.0
1043,2018-08,17.31642423713374,102.0,30372.95,70.0
1043,2018-09,25.501640999178218,101.0,32619.76,82.98664062499999
1043,2018-10,19.557810282767164,87.0,31327.21,74.150849609375
1043,2018-11,23.028617765745736,107.0,33572.26,89.49787109375
1043,2018-12,28.32272838855505,87.0,38464.82,122.94310546874999
1044,2018-01,0.0,0.0,0.0,20.0
1044,2018-02,0.0,0.0,0.0,20.0
1044,2018-03,0.0,0.0,0.0,20.0
1044,2018-04,0.0,0.0,0.0,20.0
1044,2018-05,0.0,0.0,0.0,20.0
